id_tweet,id_candidat,sum_rt_com_like,note
1081319604323000322,-1,1,2.6
1081252009183985665,-1,1,2.4
1081228563133726720,-1,1,2.4
1081225801150984192,-1,1,2.4
1081218701032972289,-1,1,2.4
1081206125440237568,-1,1,2.4
1081175930096283648,-1,1,2.4
1081174434713620480,-1,1,2.4
1081165790072750080,-1,1,2.4
1081164889979318277,-1,1,2.4
1081155239087128578,-1,1,2.4
1081237331552755712,-1,1,2.4
1081162994292277248,-1,1,2.4
1081154898874503168,-1,1,2.4
1081154598805618688,-1,1,2.4
1081097568548016129,-1,1,2.4
1081091375830056960,-1,1,2.4
1080985879982862336,-1,1,2.4
1081673028969394176,-1,1,2.4
1081672078481342464,-1,1,2.4
1081670510755368960,-1,1,2.6
1081669866711584769,-1,1,2.4
1081669235540140034,-1,1,2.4
1081665605797888000,-1,1,2.4
1081680435392974848,-1,1,2.4
1081678566214041600,-1,1,2.4
1081670537825435649,-1,1,2.4
1081665513334419456,-1,1,2.4
1081665283763433473,-1,1,2.4
1081665260627611648,-1,1,2.4
1081665020004585473,-1,1,2.4
1081664693100560385,-1,1,2.4
1081661467173236738,-1,1,2.4
1081660181979770882,-1,1,2.4
1081658925588590598,-1,1,2.4
1081658861604532225,-1,1,2.4
1081658680632852480,-1,1,2.4
1081658211151810560,-1,1,2.4
1081658096118874113,-1,1,2.4
1081657847715381248,-1,1,2.6
1081651989300346880,-1,1,2.4
1081651130504044545,-1,1,2.4
1081650363428683776,-1,1,2.4
1081650015209177092,-1,1,2.4
1081645501043404807,-1,1,2.4
1081644947990896640,-1,1,2.4
1081644400298676225,-1,1,2.4
1081643380768165888,-1,1,2.4
1081642764234838022,-1,1,2.6
1081630200960634880,-1,1,2.4
1081625453893435392,-1,1,2.4
1081530489465421824,-1,1,2.4
1081529860512718848,-1,1,2.4
1081528904484048896,-1,1,2.4
1081528400869842947,-1,1,2.4
1081485733435752449,-1,1,2.4
1081377169400569856,-1,1,2.4
1081340381768372225,-1,1,2.4
1082026013310308358,-1,1,2.4
1081987134200922118,-1,1,2.4
1081925606709837824,-1,1,2.4
1081906937468469248,-1,1,2.4
1081885938060529664,-1,1,2.4
1081870248146624512,-1,1,2.4
1081869982890369024,-1,1,2.4
1081736303354494976,-1,1,2.4
1081875841959759877,-1,1,2.6
1081727250591088640,-1,1,2.4
1081724700873633792,-1,1,2.6
1081723613563236352,-1,1,2.4
1081719787992997894,-1,1,2.4
1081706496868712448,-1,1,2.4
1081703926033014786,-1,1,2.4
1081703112363126784,-1,1,2.4
1082421187114872833,-1,1,2.4
1082394223834529792,-1,1,2.4
1082380332299677699,-1,1,2.4
1082300368040722433,-1,1,2.4
1082290204134858753,-1,1,2.4
1082265982557663233,-1,1,2.4
1082242392344969217,-1,1,2.4
1082230900014923777,-1,1,2.4
1082212125345529856,-1,1,2.4
1082195467541319681,-1,1,2.4
1082359622365822976,-1,1,2.4
1082247629109714944,-1,1,2.4
1082241697143246848,-1,1,2.4
1082213722414821376,-1,1,2.4
1082213311918297088,-1,1,2.4
1082193770530119680,-1,1,2.4
1082188628552495104,-1,1,2.4
1082132922918887425,-1,1,2.4
1082132021525209088,-1,1,2.4
1082075365588103168,-1,1,2.4
1082070702663053318,-1,1,2.4
1082069894169063426,-1,1,2.4
1082769560544120832,-1,1,2.4
1082756772027338752,-1,1,2.4
1082747633456828422,-1,1,2.4
1082714582265856006,-1,1,2.4
1082697126604427264,-1,1,2.4
1082682751004880896,-1,1,2.4
1082682064690966530,-1,1,2.4
1082659586203676673,-1,1,2.4
1082658264528109569,-1,1,2.4
1082624364477067265,-1,1,2.4
1082775192630374400,-1,1,2.4
1082762976803868675,-1,1,2.4
1082700943664336906,-1,1,2.4
1082606640812212224,-1,1,2.4
1082582973172596736,-1,1,2.4
1082485419873316865,-1,1,2.4
1082430058713792512,-1,1,2.4
1083121234982916098,-1,1,2.4
1083012916935241729,-1,1,2.4
1082960021900664832,-1,1,2.4
1082951355713634305,-1,1,2.4
1082896645187125248,-1,1,2.4
1082983560313597952,-1,1,2.4
1082842193197441025,-1,1,2.4
1083476324117708800,-1,1,2.4
1083428273575677952,-1,1,2.4
1083409026111754246,-1,1,2.4
1083398050108923905,-1,1,2.4
1083396142392590337,-1,1,2.4
1083352012429897728,-1,1,2.4
1083347225403637761,-1,1,2.4
1083342710050832384,-1,1,2.4
1083296990379823104,-1,1,2.4
1083262086384373760,-1,1,2.4
1083170606194049026,-1,1,2.4
1083512941503238144,-1,1,2.4
1083492472599261187,-1,1,2.4
1083315258880593921,-1,1,2.4
1083297063041974272,-1,1,2.4
1083268183472201728,-1,1,2.4
1083807588125421568,-1,1,2.4
1083769315730644992,-1,1,2.4
1083755418394869762,-1,1,2.6
1083701950250696705,-1,1,2.4
1083676271480135680,-1,1,2.4
1083658676555010048,-1,1,2.4
1083864261858938880,-1,1,2.4
1083808287253057536,-1,1,2.4
1083688397686767616,-1,1,2.4
1083647657573314560,-1,1,2.4
1083642418384261120,-1,1,2.4
