id_tweet,id_candidate,score_importance,nb_smiley_happy,nb_smiley_unhappy,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5
1083352012429897728,0,1,0,0,0.31920838507357985,0.11970024171750993,0.6450715131359175,0.5832579466514289,0.3747823890298605,0.21948757127393037
1083170606194049026,8,1,0,0,0.15917906223330647,0.040329081122763455,0.8051008448237553,0.42322862055152655,0.21475306618958712,0.05945824843365699
1083642418384261120,7,1,0,0,0.4590584747493267,0.2595503313932568,0.5052214234601706,0.7231080130441114,0.5146324767265469,0.35933766094967723
1084214525493235717,0,1,0,0,0.3112743243109435,0.11176618095487356,0.6530055738985538,0.5753238556208089,0.36684832826722413,0.211553510511294
1084202308723007489,0,1,0,0,0.35694421839434654,0.1574360750382766,0.6073356798151508,0.6209938330575824,0.41251823166385293,0.25722340459469706
1084200681920253952,15,1,0,0,0.43001150782220066,0.23050336446613073,0.5342683903872967,0.6940610358724371,0.48558550619054586,0.3302906940225512
1084200542363111425,0,1,0,0,0.25187387759797275,0.05236573424190283,0.7124060243368149,0.5159233986632898,0.3074478814378381,0.15215306379832327
1084200085750276097,0,1,0,0,0.6159553381148726,0.4164472119882703,0.3483245428651571,0.8800049672136083,0.6715293976012617,0.5162345415446907
1084199991789477888,15,1,0,0,0.14331805252004415,0.056190090836025774,0.820961705991067,0.4073675866238773,0.1988920564763248,0.04359723872039467
1084196273706754051,15,1,0,0,0.17870809801388532,0.020800045342184603,0.7855717373313382,0.44275767682120204,0.23428210197016597,0.07898728421423584
1084209962061086720,0,1,0,0,0.4029636171180755,0.20345547376200557,0.5613162810914218,0.6670131442369893,0.45853761734906584,0.303242803318426
1084208623574753281,0,1,0,0,0.34069196321070194,0.14118381985463202,0.6235879349987954,0.60474154248368,0.3962659671669826,0.24097114941105247
1084184323627073536,14,1,0,0,0.31078265979886055,0.11127451644279063,0.6534972384106368,0.5748321952996776,0.3663566637551412,0.21106184599921107
1084577932834729987,0,1,0,0,0.36060009617358446,0.16109195281751454,0.6036798020359129,0.6246496400563046,0.41617409826721996,0.260879282373935
1084429795407134720,0,1,0,0,0.2737267456250265,0.0742186022689566,0.6905531525844708,0.5377762992866337,0.3293007495813072,0.17400593182537705
1084378913646788610,0,1,0,0,0.6118658615741879,0.41235766280442476,0.35241409204900265,0.875915395678021,0.667439796263352,0.5121449923608452
1084495738611138561,15,1,0,0,0.4446318168193102,0.24512367346324027,0.5196480813901871,0.7086813569767401,0.5002057815436274,0.3449110030196607
1084748640344829953,15,1,0,0,0.5326391397975385,0.3331310460343957,0.4316407088190317,0.7966886503854766,0.5882132065016776,0.43291837559081614
1084738305126813696,0,1,0,0,0.03252537711523473,0.1669827662408352,0.9317546009551734,0.2965749357827008,0.08809938107151538,0.06719543668441474
1084785922221187078,0,1,0,0,0.9351099736522883,0.7356019995640963,0.029169786255806684,1.199159636744298,0.9906842715572566,0.835389266256243
1085260239102976003,26,1,0,0,0.05078262963797897,0.2502907729940489,1.0150625705718994,0.21326692806906067,0.004791374318301678,0.15050344343762845
1085232233395433473,7,1,0,0,0.5227998686023057,0.32329173176549375,0.44148002308793366,0.7868493892019615,0.5783739369362593,0.4230790613219142
1084974385084186624,15,1,0,0,0.38896579772699624,0.18945765437092632,0.5753141004825011,0.6530152941122651,0.44453979784157127,0.28924498392734677
1085485859309346816,0,1,0,0,0.2783888670383021,0.0788807236822322,0.6858910311711952,0.5424384062644094,0.3339628709945828,0.17866805323865265
1086281766464147456,10,1,0,0,0.2884187458548695,0.08891060249879956,0.6758611523546278,0.5524683041730896,0.34399274981115013,0.18869793205522
1086217898555781120,2,1,0,0,0.4877425287850201,0.2882343882229179,0.4765373666305095,0.7517921471735463,0.5433165747672319,0.38802171777933836
1086734623772688384,2,1,0,0,0.3290636148303747,0.1295554714743048,0.6352162833791226,0.5931131615070626,0.38463761867024004,0.22934280103072524
1086733285491904512,30,1,0,0,0.14819859305862337,0.05130955029744655,0.8160813442664221,0.41224813973531127,0.20377259701490402,0.048477779258973897
1086731218543169536,30,1,0,0,0.5245827237376943,0.325074601569213,0.4396971531677991,0.7886322739068419,0.5801567890448496,0.4248619311256334
1086733834924769281,2,1,0,0,0.4321194937219843,0.2326113503659144,0.532160404487513,0.6961690552998334,0.48769351735245436,0.33239867992233485
1086729885081628672,30,1,0,0,0.24983061791863292,0.050322474562563,0.7144492802908644,0.5138801804278046,0.3054046218749136,0.15010980411898345
1087107512522993673,10,1,0,0,0.3648316543549299,0.16532351099886,0.5994482438545674,0.6288812280399725,0.4204056564485654,0.26511084055528045
1087045954447069186,10,1,0,0,0.18031789839733392,0.019190244958736002,0.7839619355509058,0.44436748744919896,0.23589190235361457,0.08059708459768444
1087020160458940417,26,1,0,0,0.46669214055873454,0.2671839981339872,0.4975877567194402,0.730741775711067,0.5222661345032975,0.36697132769040763
1087027500260225024,2,1,0,0,0.5301176917273551,0.3306095988955349,0.43416215595789254,0.7941672535380349,0.5856917686760426,0.4303969284519553
1086947281365098496,2,1,0,0,0.18048180476762354,0.01902633858844638,0.7837980799376965,0.44453140546102077,0.2360558087239042,0.08076099096797407
1086916761952415744,24,1,0,0,0.3806234986986965,0.18111535534262657,0.5836563995108008,0.6446729745948687,0.4361975045176223,0.280902684899047
1087326248567799808,30,1,0,0,0.12365777225932106,0.323165915615391,1.0879376116208732,0.14039177988888696,0.06808376830304042,0.22337858605897054
1087424093421518848,11,1,0,0,0.2927627795143053,0.09325463615823537,0.671517118695192,0.5568123233970255,0.34833678347058594,0.19304196571465582
1087381091193896962,26,1,0,0,0.1479910130146891,0.34749912447296083,1.1122708535986021,0.11605853913351893,0.09241700905840844,0.24771182681433856
1087356198364606464,2,1,0,0,0.3233862901106477,0.12387814675457776,0.6408936080988497,0.5874358661239967,0.3789602940669283,0.2236654763109982
1087324957951049728,2,1,0,0,0.2304215240292251,0.03091338067315519,0.7338583564851433,0.4944710790878162,0.28599552798550576,0.13070071022957563
1087299868182396930,24,1,0,0,0.3868707225192338,0.1873625791631639,0.5774091756902635,0.6509203688474372,0.4424447283381596,0.28714990871958435
1087271080283127811,26,1,0,0,0.4624354955740273,0.26292735314927995,0.5018444017041475,0.726485095336102,0.51800949848257,0.3627146827057004
1087444799538544641,1,1,0,0,0.3896666616201401,0.19015851826407015,0.5746132365893573,0.6537162241293117,0.44524065242148936,0.2899458478204906
1087432766210355200,26,1,0,0,0.0778103064512834,0.12169783690478653,0.8864696546224877,0.3418598601128906,0.13338431040756404,0.02191050734836608
1087311636816375808,30,1,0,0,0.1929825331317261,0.006525610224343836,0.7712974196765572,0.45703210961073637,0.24855653708800673,0.09326171933207661
1087419583949094912,26,1,0,0,0.12037451984360814,0.07913362351246178,0.843905322952196,0.38442407350521535,0.1759485237998888,0.020653706043958664
1087283512904949760,1,1,0,0,0.6304973321966827,0.4309890957083553,0.3337826591450721,0.894546746625565,0.6860712738707662,0.5307764243334532
1087731691853103104,10,1,0,0,0.25667176651768386,0.4561798668000847,1.2209517169976607,0.007377789122983813,0.20109776582103223,0.3563925924245268
1087685695433592833,10,1,0,0,0.39785785297863185,0.19834970962256193,0.5664220452308655,0.6619073419133201,0.4534318532096222,0.2981370391789824
1087679585494487043,1,1,0,0,0.42669816978741437,0.22719002643134445,0.537581728422083,0.6907478366047144,0.4822721687378362,0.3269773559877649
1087633718636933120,26,1,0,0,0.4624354955740273,0.26292735314927995,0.5018444017041475,0.726485095336102,0.51800949848257,0.3627146827057004
1087959512236126208,10,1,0,0,0.26411199918948114,0.4636201940011233,1.2283917986787856,6.247218698263168e-05,0.208538010250777,0.36383284511975944
1088552133912416257,10,1,0,0,1.3449801087845117,1.1454719945322722,0.38070020778104663,1.6090297289192677,1.4005540169309825,1.2452592351473868
1088554964081917952,10,1,0,0,1.3449801087845117,1.1454719945322722,0.38070020778104663,1.6090297289192677,1.4005540169309825,1.2452592351473868
1089274780811972608,17,1,0,0,0.37105907045770437,0.17155092710163444,0.593220827751793,0.6351086106151342,0.42663306882604957,0.2713382566580549
1089274116694331392,17,1,0,0,1.2143415329046547,1.0148334479890764,0.2500616863835603,1.478391204844229,1.2699156636372209,1.1146206569392234
1089270483927871488,22,1,0,0,0.1740165341179818,0.02549160923808813,0.7902633245103061,0.43806611851323396,0.22959053807426244,0.07429572031833231
1089258235171926017,25,1,0,0,0.011987283010967076,0.21149542625062168,0.9762671267380938,0.25206228776369244,0.04358672094531357,0.11170809681061655
1089257321128226817,25,1,0,0,0.34458779939450324,0.1450796560384333,0.6196920988149941,0.6086373311700299,0.4001618033507839,0.24486698559485376
1089255087338336259,6,1,0,0,0.3944462463259697,0.19493810296989977,0.5698336518835276,0.6584957846207544,0.4500202484196052,0.2947254325263202
1089259458222542853,25,1,0,0,0.395928145153448,0.19642000179737806,0.5683517530560493,0.6599776648217812,0.4515021472470835,0.2962073313537985
1089256602270658560,10,1,0,0,0.2656281809322536,0.06612003757618368,0.6986517172772437,0.5296777033945546,0.32120218488853425,0.16590736713260412
1089259846594121728,25,1,0,0,0.289502767031081,0.0899946236750111,0.6747771311784163,0.5535522843711078,0.34507677098736167,0.18978195323143154
1089259783415349249,25,1,0,0,0.2915873801102862,0.09207923675421625,0.6726925185648724,0.5556369300466031,0.3471613840665668,0.1918665663106367
1089192174489665536,7,1,0,0,0.31966979964636266,0.12016165629029274,0.6446100985631347,0.5837193677434698,0.375243803486228,0.21994898584671319
1089231297824858112,17,1,0,0,0.37913876632228494,0.17963062296621501,0.5851411318872124,0.6431882682954893,0.43471276469063014,0.27941795252263546
1089093430574223360,11,1,0,0,0.3657840653322637,0.16627592197619379,0.5984958328772336,0.6298335794126615,0.4213580823270604,0.26606325153261423
1089654722125070336,25,1,0,0,0.43773061595857143,0.2382224726025015,0.5265492822509259,0.7017801291076466,0.49330459092743695,0.33800980215892196
1089466210700460032,25,1,0,0,0.3893067904282361,0.1897986470721662,0.5749731077812612,0.6533563464181498,0.44488080276641995,0.28958597662858665
1089671541070221313,25,1,0,0,0.49848631653003395,0.29897816851735115,0.46579358633607626,0.7625357821816579,0.5540602286346257,0.3987654980737716
1089585084099895297,17,1,0,0,0.3036724051926285,0.10416426183655858,0.6606074930168688,0.5677219630451873,0.35924640914890915,0.20395159139297903
1089583493225549825,22,1,0,0,0.038965795014519244,0.16054234834155068,0.9253140876535326,0.3030153302825056,0.0945397989707999,0.06075501878513023
1089578512204349440,30,1,0,0,0.20685796567704529,0.007349822320975363,0.7574219017988071,0.47090750676579773,0.26243196963332593,0.10713715187739581
1089575632957247488,22,1,0,0,0.21721726865507662,0.0177091252990067,0.7470626016147435,0.4812668600352481,0.27279127261135727,0.11749645485542715
1089570840667217924,25,1,0,0,0.5294936550781131,0.32998552010394633,0.4347862347494811,0.79354309651535,0.5850676479749382,0.4297728496603668
1089573888730820614,25,1,0,0,0.0432368295150809,0.24274497287115082,1.0075167135801166,0.22081272822106257,0.01233717444119975,0.14295764331473038
1089431316553256960,17,1,0,0,0.5313487527891994,0.3318406699690968,0.43293108488433063,0.7953982462640852,0.5869227857328951,0.4316279995255172
1089463548886073344,22,1,0,0,0.34255587845109403,0.1430477350950241,0.6217240197584033,0.6066054363036528,0.3981298824073747,0.24283506465144455
1089317338694987776,25,1,0,0,0.24575347563950345,0.44526162202237174,1.2100334202405065,0.018296050082426518,0.1901794989244081,0.3454743063193746
1089317288359194624,24,1,0,0,0.1966867829905823,0.002821360365487635,0.7675931007834151,0.46073628682643175,0.25226078694686294,0.09696596919093281
1089460950351138817,22,1,0,0,0.2717025806196034,0.07219443726353347,0.6925773175898939,0.5357521142577752,0.32727658457588404,0.17198176681995392
1089319381098815488,22,1,0,0,0.2586123008513823,0.05910415749531239,0.7056675968924537,0.5226617981679738,0.31418630480766296,0.15889148705173284
1089462266725044225,25,1,0,0,0.31162488751579076,0.11211674415972084,0.6526550106937066,0.5756744719110429,0.3671988914720714,0.21190407371614128
1089430767367790592,26,1,0,0,0.31224804115481675,0.11273989779874682,0.6520318570546806,0.5762974974932149,0.3678220451110974,0.21252722735516727
1089320675284828161,17,1,0,0,0.46825466118752956,0.26874652062542737,0.49602523422800004,0.7323041948257014,0.5238286361563951,0.3685338501818478
1090014091509465089,22,1,0,0,0.2613616179442033,0.061853474588133395,0.702918280265294,0.5254112391266972,0.31693562190048397,0.16164080414455384
1089829215795593217,17,1,0,0,0.6097804261371493,0.410272252978757,0.3544995018746704,0.8738299234537408,0.6653544562868774,0.5100595825351775
1089811151989411840,17,1,0,0,0.5117172379978001,0.3122091176919639,0.4525626371614635,0.7757667294936255,0.5672912809532136,0.41199644724838436
1090010312340836353,25,1,0,0,0.6138313526753336,0.41432315530255437,0.35044859955087304,0.8778807829366997,0.6694053483661264,0.5141104848589748
1089789165192073216,17,1,0,0,0.3611106292810291,0.16160248592495918,0.6031692689284682,0.6251601657131687,0.4166846462758258,0.26138981548137963
1089776048458190848,25,1,0,0,0.12917222594842315,0.07033591740764678,0.8351076426915824,0.3932217367691919,0.1847462299047038,0.02945141214877367
1090299248141316097,17,1,0,0,0.23413256008643657,0.03462441673036665,0.7301473242696375,0.49818212911486626,0.2897065640427172,0.1344117462867871
