id_tweet,id_candidate,score_importance,notation_1,notation_2,notation_3,notation_4,notation_5,nb_smiley_happy,nb_smiley_unhappy
1095444613446488065,4,1,5.0,4.5,0.0,4.5,0.0,0,0
1095126898651348992,4,1,4.5,0.0,0.0,4.5,3.5,0,0
1095675751892963328,17,1,0.0,4.5,4.5,0.0,3.5,0,0
1096185563126923264,8,1,5.0,4.5,0.0,4.5,0.0,0,0
1096884588692021252,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1096883922728820738,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1096883419290746881,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1096872941353086977,20,1,1.0,4.5,5.0,0.5,5.0,0,0
1096884480395091968,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1096857334452756480,7,1,5.0,4.5,0.0,4.5,0.0,0,0
1097145342724837377,25,1,0.0,0.0,0.0,4.0,5.0,0,0
1097193989046980608,28,1,0.0,4.5,3.5,4.5,5.0,0,0
1097122901650796545,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1097010224597254144,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1097565806697672705,13,1,5.0,4.5,0.0,4.5,0.0,0,0
1097548925244973056,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1097498708265050112,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1098463953506758656,26,1,4.5,0.0,5.0,4.5,0.0,0,0
1099021154193424385,22,1,5.0,5.0,4.5,4.5,3.5,0,0
1099010299183665152,10,1,5.0,4.5,0.0,4.5,0.0,0,0
1098948404716204032,15,1,5.0,4.5,0.0,4.5,0.0,0,0
1099419328284364800,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1099419106195976194,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1099415990838984704,28,1,5.0,4.5,0.0,4.5,0.0,0,0
1099409387565838336,7,1,4.5,0.0,4.5,0.0,3.5,0,0
1099381500762574850,7,1,4.0,4.0,5.0,4.5,4.0,0,0
1099372568962912258,14,1,5.0,4.5,0.0,4.5,0.0,0,0
1099175090275737600,30,1,4.5,0.0,5.0,4.5,0.0,0,0
1099674778108133378,15,1,0.0,4.5,4.5,0.0,3.5,0,0
1099664000818790400,7,1,5.0,4.5,0.0,4.5,0.0,0,0
1099662182214701056,15,1,4.5,0.0,5.0,4.5,0.0,0,0
1099631247125606400,15,1,5.0,4.5,0.0,4.5,0.0,0,0
1099599608894902272,15,1,5.0,4.5,0.0,4.5,0.0,0,0
1099595225197101056,28,1,5.0,4.5,0.0,4.5,0.0,0,0
1099472695476080640,1,1,5.0,4.5,0.0,4.5,0.0,0,0
1099787371242012672,11,1,5.0,4.5,0.0,4.5,0.0,0,0
1099704638377525248,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1099704548174807040,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1099590011861766145,1,1,5.0,4.5,0.0,4.5,0.0,0,0
1099588610007945216,15,1,5.0,4.5,0.0,4.5,0.0,0,0
1099533493741199360,1,1,5.0,4.5,0.0,4.5,0.0,0,0
1099964934736265217,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1099942178032361473,11,1,5.0,4.5,0.0,4.5,0.0,0,0
1099856057113939968,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1100533319425499136,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1100493204615503872,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1100205315637895169,30,1,0.0,5.0,5.0,4.5,4.5,0,0
1100204173931569152,30,1,4.0,5.0,0.5,5.0,0.0,0,0
1100194132449001472,26,1,4.5,4.5,5.0,4.5,4.5,0,0
1100763675110068224,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1100753628032352258,18,1,4.5,0.0,5.0,4.5,0.0,0,0
1100557339365728256,17,1,3.5,0.0,4.5,5.0,5.0,0,0
1101189317622460418,26,1,5.0,4.5,0.0,4.5,0.0,0,0
1101126267225759744,30,1,5.0,4.5,0.0,4.5,0.0,0,0
1101628863073914885,2,1,5.0,4.5,0.0,4.5,0.0,0,0
1101568477133971458,15,1,5.0,4.5,0.0,4.5,0.0,0,0
1101544689818324992,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1101530584369762304,2,1,5.0,4.5,0.0,4.5,0.0,0,0
1101528770307977216,19,1,4.5,0.0,3.5,4.5,5.0,0,0
1101522615573843975,30,1,5.0,4.5,5.0,1.0,4.5,0,0
1101517292272201728,22,1,5.0,4.5,0.0,4.5,0.0,0,0
1101957848764948480,19,1,4.5,0.0,4.5,0.0,3.5,0,0
1101955946220322816,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1101946318593896449,22,1,5.0,4.5,0.0,4.5,0.0,0,0
1101961183781945344,22,1,5.0,4.5,0.0,4.5,0.0,0,0
1101955215513800704,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1101955161054949376,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1101934553889947649,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1101809154128310272,15,1,5.0,4.5,0.0,4.5,0.0,0,0
1102279660522504192,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1102269440522182656,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1102212405818474499,26,1,5.0,4.5,0.0,4.5,0.0,0,0
1102173913860194304,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1102200718700826624,22,1,5.0,4.5,0.0,4.5,0.0,0,0
1102032909245038592,9,1,5.0,4.5,0.0,4.5,0.0,0,0
1102018855591923712,9,1,5.0,4.5,0.0,4.5,0.0,0,0
1102011642185953281,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1102682236833415168,22,1,0.0,4.5,4.5,5.0,0.0,0,0
1102641864673513473,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1103061211359469568,17,1,5.0,4.5,0.0,4.5,0.0,0,0
1103015198032580609,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1103699887814836225,22,1,5.0,4.5,0.0,4.5,0.0,0,0
1103581438174261248,10,1,5.0,4.5,0.0,4.5,0.0,0,0
1103680553927278592,22,1,3.5,0.0,4.5,5.0,5.0,0,0
1103680287916113928,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1103680834429767685,22,1,5.0,4.5,0.0,4.5,0.0,0,0
1103680606930640901,26,1,5.0,4.5,0.0,4.5,0.0,0,0
1104003837419970562,22,1,0.0,4.5,4.5,0.0,3.5,0,0
1103850276161765384,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1103850084142325760,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104480394521571328,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104480340243042304,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104479854957875200,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104493913363136512,8,1,5.0,4.5,0.0,4.5,0.0,0,0
1104491583536357376,8,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475297074827266,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104492361550319616,26,1,5.0,4.5,0.0,4.5,0.0,0,0
1104480612331728896,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475510229348361,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475380155666434,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104480414037504000,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104476913106587649,21,1,4.5,0.0,3.5,4.5,5.0,0,0
1104478519260786688,25,1,5.0,4.5,0.0,4.5,0.0,0,0
1104476222959091712,21,1,5.0,5.0,5.0,5.0,1.0,0,0
1104475160042762241,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104489915029643267,25,1,5.0,4.5,0.0,4.5,0.0,0,0
1104478378025992192,25,1,5.0,4.5,0.0,4.5,0.0,0,0
1104484526879899649,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104478476088864768,25,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475063481438209,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104312943187943425,8,1,5.0,4.5,0.0,4.5,0.0,0,0
1104480529045430275,20,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475909342547968,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475028589027328,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104474366396510208,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104473358056505344,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104477940492967937,25,1,5.0,4.5,0.0,4.5,0.0,0,0
1104477001933557760,25,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475713766412293,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475528386539521,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475016895315969,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104474607472558082,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475859895898123,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475773405196288,21,1,5.0,4.5,5.0,1.0,4.5,0,0
1104475125347467264,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104475070989254662,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104474751869825025,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104429014054260736,11,1,4.5,0.0,4.5,0.0,3.5,0,0
1104475134537199616,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104474890315485186,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104473773661655044,21,1,5.0,4.5,0.0,4.5,0.0,0,0
1104448067196080128,11,1,5.0,4.5,0.0,4.5,0.0,0,0
1104380962811580416,19,1,0.0,4.5,4.5,0.0,5.0,0,0
1104352888577511424,0,1,0.0,4.5,4.5,0.0,5.0,0,0
1104290317421957120,10,1,5.0,4.5,0.0,4.5,0.0,0,0
1104884041764032513,10,1,5.0,4.5,0.0,4.5,0.0,0,0
1104672255630589952,24,1,4.5,5.0,3.5,5.0,4.5,0,0
1104545723477979136,24,1,5.0,4.5,0.0,4.5,0.0,0,0
1104540019782385664,0,1,5.0,4.5,0.0,4.5,0.0,0,0
1104761456921399296,5,1,5.0,4.5,0.0,4.5,0.0,0,0
1104700029577641984,20,1,4.5,0.0,5.0,4.5,0.0,0,0
1104847200583016448,8,1,5.0,4.5,0.0,4.5,0.0,0,0
1104539645919006720,27,1,5.0,4.5,0.0,4.5,0.0,0,0
1105142689400532995,10,1,5.0,4.5,0.0,4.5,0.0,0,0
1105076258700967936,19,1,5.0,4.5,0.0,4.5,0.0,0,0
1105063839140376576,11,1,4.5,0.0,5.0,4.5,0.0,0,0
1105152962559700992,16,1,5.0,4.5,0.0,4.5,0.0,0,0
1105104032476028933,15,1,0.5,4.0,5.0,1.0,5.0,0,0
1105060233179738112,11,1,4.5,0.0,5.0,4.5,0.0,0,0
1105015532888178688,11,1,5.0,4.5,0.0,4.5,0.0,0,0
1105014142069547008,10,1,5.0,4.5,0.0,4.5,0.0,0,0
